Book title,average_rating
The Carrot Seed,4.07
Of Love and Other Demons,3.98
"I, Claudius (Claudius, #1)",4.27
"The League of Extraordinary Gentlemen, Vol. 1",3.93
"Fang (Maximum Ride, #6)",4.07
"In This Mountain (Mitford Years, #7)",4.32
"The Good, the Bad, and the Undead (The Hollows, #2)",4.26
"King Rat (Asian Saga, #4)",4.1
The Amazing Adventures of Kavalier & Clay,4.17
Furiously Happy: A Funny Book About Horrible Things,3.93
Moneyball: The Art of Winning an Unfair Game,4.24
"Stalingrad: The Fateful Siege, 1942–1943",4.29
Curious George,4.13
"The Cardinal of the Kremlin (Jack Ryan Universe, #5)",4.01
"Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World",4.24
The Darkest Pleasure (Lords of the Underworld #3),4.28
Bear Snores On,4.25
On the Beach,3.92
Justice: What's the Right Thing to Do?,4.25
"Tai-Pan (Asian Saga, #2)",4.25
"Prince of Fire (Gabriel Allon, #5)",4.17
"Y: The Last Man, Vol. 1: Unmanned",4.12
The Three Stigmata of Palmer Eldritch,4.01
The Society of the Spectacle,4.04
Slash,3.96
Scars,4.17
"Heart of the Sea (Gallaghers of Ardmore / Irish Trilogy, #3)",4.14
Don't Make Me Think: A Common Sense Approach to Web Usability,4.24
The Red Tent,4.16
Fortune's Rocks,3.86
Like the Flowing River ,3.93
The Devil All the Time,4.09
Belgarath the Sorcerer,4.07
Armor,4.12
"Complete Me (Stark Trilogy, #3)",4.23
The Devil's Alternative,4.0
"Manwhore (Manwhore, #1)",4.14
"Redemption (Redemption, #1)",4.36
Cunt: A Declaration of Independence,3.88
"Fables, Vol. 2: Animal Farm",4.12
"Prayers for Rain (Kenzie & Gennaro, #5)",4.08
"The Boxcar Children (The Boxcar Children, #1)",4.09
"City of Heavenly Fire (The Mortal Instruments, #6)",4.48
Message in a Bottle,3.95
"Cold Vengeance (Pendergast, #11)",4.09
"The Exiled Queen (Seven Realms, #2)",4.34
"Succubus Heat (Georgina Kincaid, #4)",4.19
"A Song of Ice and Fire (A Song of Ice and Fire, #1-4)",4.63
"Ptolemy's Gate (Bartimaeus, #3)",4.24
You Can Win: A Step by Step Tool for Top Achievers,3.83
"The Green Mile, Part 6: Coffey on the Mile",4.55
Harold and the Purple Crayon,4.24
"Vain (The Seven Deadly, #1)",4.25
Paths of Glory,3.88
Fuzzy Nation,4.1
Living Dead Girl,3.83
Middlesex,3.98
"Magic Shifts (Kate Daniels, #8)",4.47
Persuasion,4.13
"Ice Station (Shane Schofield, #1)",4.1
The Chosen,4.03
"Old Man's War (Old Man's War, #1)",4.23
"Emperor of Thorns (The Broken Empire, #3)",4.27
The Creative Habit: Learn It and Use It for Life,4.0
"The Austere Academy (A Series of Unfortunate Events, #5)",3.97
"Good Night, Gorilla",4.2
The Complete Poems 1927-1979,4.19
"Dark Gold (Dark, #3)",4.16
Falling Up,4.33
The Autobiography of Malcolm X,4.29
The Sandman: King of Dreams,4.61
"The Walking Dead, Vol. 05: The Best Defense",4.3
Last Man Standing,4.03
Big Trouble,3.81
The Blind Owl,3.99
Practice Makes Perfect (Berkley Sensation),3.99
"Shades of Midnight (Midnight Breed, #7)",4.28
"Hawksong (The Kiesha'ra, #1)",4.15
Battle Cry of Freedom,4.32
"Revealed (House of Night, #11)",3.81
"An Army at Dawn: The War in North Africa, 1942-1943 (World War II Liberation Trilogy, #1)",4.25
Between a Rock and a Hard Place,3.82
"A Suitable Boy (A Suitable Boy, #1)",4.1
The Name of the Rose,4.11
"The Golden Dynasty (Fantasyland, #2)",4.46
The Andromeda Strain,3.87
The Witness,4.19
The Witness,3.98
Judas Unchained,4.3
"Taking Chances (Taking Chances, #1)",3.87
A Tale of Two Cities / Great Expectations,3.98
"The Dark Divine (The Dark Divine, #1)",3.81
The Caine Mutiny,4.23
"Lasher (Lives of the Mayfair Witches, #2)",3.84
Dark Rivers of the Heart,3.88
"The Ghost Road (Regeneration, #3)",4.11
"Lord John and the Brotherhood of the Blade  (Lord John Grey, #2)",3.86
"Inca Gold (Dirk Pitt, #12)",3.96
Kaffir Boy: An Autobiography,4.15
"The Demon King (Seven Realms, #1)",4.2
Kill Alex Cross (Alex Cross #18),4.0
"End of Watch (Bill Hodges Trilogy, #3)",4.09
The Last Letter from Your Lover,3.94
Esperanza Rising,3.91
"One Tiny Lie (Ten Tiny Breaths, #2)",4.3
"Beautiful Burn (The Maddox Brothers, #4)",4.11
The Grand Sophy,4.16
"The Lust Lizard of Melancholy Cove (Pine Cove, #2)",3.85
The Tales of Beedle the Bard,4.06
Wicked Deeds on a Winter's Night (Immortals After Dark #4),4.37
"Maximum Ride, Vol. 1 (Maximum Ride: The Manga, #1)",4.24
The Definitive Book of Body Language,3.97
Killing Jesus: A History,3.89
"The High Lord (Black Magician Trilogy, #3)",4.15
Such a Pretty Girl,3.89
Snowflake Bentley,4.16
"Never Fade (The Darkest Minds, #2)",4.33
"The Walking Dead, Book One (The Walking Dead #1-12)",4.36
The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business (Collins Business Essentials),4.0
"Lover Enshrined (Black Dagger Brotherhood, #6)",4.12
"Scott Pilgrim, Volume 3: Scott Pilgrim & The Infinite Sadness",4.29
All the President's Men,4.17
"Wisdom (My Blood Approves, #4)",4.04
"Natural Born Charmer (Chicago Stars, #7)",4.15
"Starcrossed (Starcrossed, #1)",4.08
Les Liaisons dangereuses,4.07
"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past Life Therapy That Changed Both Their Lives",4.17
The Time of My Life,3.85
"Starlight (Warriors: The New Prophecy, #4)",4.28
"City of Bones / City of Ashes / City of Glass / City of Fallen Angels / City of Lost Souls (The Mortal Instruments, #1-5)",4.59
Nothing to Envy: Ordinary Lives in North Korea,4.42
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, #1)",4.34
Pay It Forward,4.15
"Hello, Cupcake",4.05
"The Next Accident (Quincy & Rainie, #3)",4.16
"Magic Bites (Kate Daniels, #1)",4.07
In Watermelon Sugar,4.02
"Dark Desire (Dark, #2)",4.2
"Until You (Westmoreland, #3)",4.12
"The Master Magician (The Paper Magician Trilogy, #3)",3.82
"The Providence of Fire (Chronicle of the Unhewn Throne, #2)",4.16
"Only the Good Spy Young (Gallagher Girls, #4)",4.29
Operating Instructions: A Journal of My Son's First Year,4.18
Captivating: Unveiling the Mystery of a Woman's Soul,3.93
"The End of Faith: Religion, Terror, and the Future of Reason",3.93
"Hallowed (Unearthly, #2)",4.15
"Sandry's Book (Circle of Magic, #1)",3.99
Brain Droppings,4.11
Holy Bible: New International Version,4.61
Liar & Spy,3.81
The Sweet Life in Paris: Delicious Adventures in the World's Most Glorious - and Perplexing - City,3.85
Cop Town,3.88
The Symposium,4.01
Doctors,4.0
Loving What Is: Four Questions That Can Change Your Life,4.15
"Sweet Peril (Sweet, #2)",4.28
"Ice Cold (Rizzoli & Isles, #8)",4.14
The Complete Clive Barker's The Great And Secret Show,4.21
"Angels in America, Part One: Millennium Approaches",4.27
"Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)",4.28
My Stroke of Insight: A Brain Scientist's Personal Journey,3.86
"The Waste Lands (The Dark Tower, #3)",4.24
The Lords of Discipline,4.28
Heir to the Empire (Star Wars: The Thrawn Trilogy #1),4.12
Scar Tissue,4.1
Just a Mess (Little Critter),4.23
"The Enchantress (The Secrets of the Immortal Nicholas Flamel, #6)",4.24
"Palace of Stone (Princess Academy, #2)",3.95
"The Lying Game (The Lying Game, #1)",3.96
"Rock Chick Revenge (Rock Chick, #5)",4.5
Fairy Tales from the Brothers Grimm: A New English Version,4.11
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",4.72
The Swiss Family Robinson  ,3.92
"Collected Poems, 1909-1962",4.29
"Heist Society (Heist Society, #1)",3.91
My Friend Leonard,3.83
Prelude to Foundation,4.05
Boy Meets Boy,3.85
"Ozma of Oz (Oz, #3)",3.97
His Excellency: George Washington,3.9
The Martian,4.39
"Devil's Game (Reapers MC, #3)",4.3
Love You to Death: The Unofficial Companion to the Vampire Diaries,4.38
Replay,4.16
Darkness,3.92
"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",4.39
"Two Ravens and One Crow (The Iron Druid Chronicles, #4.5)",4.2
Good Faeries/Bad Faeries,3.88
"The Stupidest Angel: A Heartwarming Tale of Christmas Terror (Pine Cove, #3)",3.82
"Fire (Graceling Realm, #2)",4.12
"Jake Undone (Jake, #1)",4.15
"One with You (Crossfire, #5)",4.04
Nancy Drew: #1-64,4.19
"Cinder (The Lunar Chronicles, #1)",4.15
"A Beautiful Wedding (Beautiful, #2.5)",4.08
"The Morganville Vampires, Volume 1 (The Morganville Vampires, #1-2)",4.36
Selected Poems,4.16
Selected Poems,4.15
Selected Poems,4.05
Selected Poems,4.22
"Rival (Fall Away, #2)",4.16
Founders at Work: Stories of Startups' Early Days,3.94
"Bayou Moon (The Edge, #2)",4.09
Naked,4.08
"Taken by Midnight (Midnight Breed, #8)",4.27
More Than Human,3.98
The Perfect Son,3.97
My Beloved World,4.03
The Arrival,4.33
"Blind Willow, Sleeping Woman",3.83
When Genius Failed: The Rise and Fall of Long-Term Capital Management,4.16
"Avoiding Responsibility (Avoiding, #2)",4.07
"Supernaturally (Paranormalcy, #2)",3.92
"The Vincent Brothers (The Vincent Boys, #2)",4.13
Milkweed,4.0
"Red Seas Under Red Skies (Gentleman Bastard, #2)",4.23
"The Walk (The Walk, #1)",4.12
"Peter and the Secret of Rundoon (Peter and the Starcatchers, #3)",4.16
"Good Wives (Little Women, #1.5)",3.92
"Deeply Odd (Odd Thomas, #6)",4.01
Stone Butch Blues,4.27
"The First Confessor (The Legend of Magda Searus, #1)",4.19
"Rachel's Holiday (Walsh Family, #2)",3.93
"The Hollow Hills (Arthurian Saga, #2)",4.23
"Ramona and Her Mother (Ramona, #5)",4.08
The Stranger,3.96
The Stranger,3.85
"Paradiso (The Divine Comedy, #3)",3.94
"The Last Unicorn (The Last Unicorn, #1)",4.18
The Woman in the Dunes,3.91
While My Sister Sleeps,3.82
"Steelheart (The Reckoners, #1)",4.16
Leviathan,3.95
Catch Me If You Can: The True Story of a Real Fake,4.05
"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories (Sarah Agnes Prine, #1)",4.35
"Blowback (Scot Harvath, #4)",4.17
Momo,4.29
What Do You Care What Other People Think?,4.28
"Tales of a Fourth Grade Nothing (Fudge, #1)",4.09
Notes from a Small Island,3.91
Death: The High Cost of Living Collected,4.21
"Wild Cards (Wild Cards, #1)",3.95
"Two Graves (Pendergast, #12)",4.03
Sisters,4.29
Sisters,3.81
"The Pilgrims of Rayne (Pendragon, #8)",4.14
The Bone Garden ,4.02
"Sullivan's Island (Lowcountry Tales, #1)",4.02
On Writing Well: The Classic Guide to Writing Nonfiction,4.23
The Coldest Girl in Coldtown,3.86
Drinking: A Love Story,4.04
Giada's Family Dinners,3.99
"Chew, Vol. 2: International Flavor",4.13
"Chosen at Nightfall (Shadow Falls, #5)",4.37
London,4.06
"Lord Edgware Dies (Hercule Poirot, #9)",3.88
"Secrets to the Grave (Oak Knoll, #2)",4.09
Perfect Match,3.93
My Brilliant Friend (The Neapolitan Novels #1),3.88
Kitten's First Full Moon,4.07
"The Heir (The Selection, #4)",3.85
5 cm,3.84
Manhunt: The 12-Day Chase for Lincoln's Killer,4.12
Black Hills,4.08
"Grim Tuesday (The Keys to the Kingdom, #2)",3.86
"Fortunately, the Milk",4.04
"Rejoice (Redemption, #4)",4.45
"Deeper Than Midnight (Midnight Breed, #9)",4.29
"Year of Yes: How to Dance It Out, Stand In the Sun and Be Your Own Person",4.05
Chronicle of a Death Foretold,3.95
"Hopeless (Hopeless, #1)",4.34
"Captive Prince: Volume Two (Captive Prince, #2)",4.51
"One Summer: America, 1927",4.06
Dear Theo,4.09
Honor Among Thieves,3.82
Shadows of the Workhouse,4.12
"In the Plex: How Google Thinks, Works, and Shapes Our Lives",3.83
"Midnight Tides (The Malazan Book of the Fallen, #5)",4.34
"The Shadow Throne (The Ascendance Trilogy, #3)",4.23
"I is for Innocent (Kinsey Millhone, #9)",3.9
"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",4.21
Hocus Pocus,3.81
"Virgin River (Virgin River, #1)",4.12
"Throne of Glass (Throne of Glass, #1)",4.24
The Hydrogen Sonata (Culture #10),4.15
Into Thin Air: A Personal Account of the Mount Everest Disaster,4.11
"Adulthood Is a Myth (Sarah's Scribbles, #1)",4.14
"The First Part Last (Heaven, #2)",3.96
"The Infinite Sea (The 5th Wave, #2)",3.94
"Ghost Town (The Morganville Vampires, #9)",4.27
"Dragon Prince (Dragon Prince, #1)",3.94
What I Know for Sure,4.12
"Forever (The Wolves of Mercy Falls, #3)",3.91
The Introvert Advantage: How to Thrive in an Extrovert World,3.88
The Shadowy Horses,3.92
"Mary Poppins (Mary Poppins, #1)",4.05
The Very Hungry Caterpillar Board Book,4.29
"1Q84 #1-2 (1Q84, #1-2)",4.07
"The Prodigal Daughter (Kane & Abel, #2)",3.92
How the Irish Saved Civilization,3.81
Dragons of Eden: Speculations on the Evolution of Human Intelligence,4.16
سمفونی مردگان,4.08
Between the World and Me,4.4
"The Initiate (Divergent, #0.2)",4.2
The Castle,3.97
Never Knowing,3.85
"A Lick of Frost (Merry Gentry, #6)",4.12
"Reborn! Vol. 01: Reborn Arrives! (Reborn!, #1)",4.22
A Homemade Life: Stories and Recipes from My Kitchen Table,3.94
"Fushigi Yûgi: The Mysterious Play, Vol. 1: Priestess",4.08
One Hundred Years of Solitude,4.04
The Heroin Diaries: A Year In The Life Of A Shattered Rock Star,4.12
"Axel (Corps Security, #1)",4.13
"Body of Evidence (Kay Scarpetta, #2)",4.0
"Gardens of the Moon (The Malazan Book of the Fallen, #1)",3.85
"The 5 Greatest Warriors (Jack West Jr, #3)",4.24
Airport,3.92
Just Like Heaven (Smythe-Smith Quartet #1),3.93
"Deity (Covenant, #3)",4.41
Billy Lynn's Long Halftime Walk,3.81
"The Green Mile, Part 3: Coffey's Hands",4.5
A Civil Action,3.94
"Guilty as Sin  (Deer Lake, #2)",4.1
"The Skull Throne (Demon Cycle, #4)",4.14
"Carry on, Jeeves (Jeeves, #3)",4.28
A Midsummer Night's Dream,3.94
Marathon Man,4.11
Atonement,3.88
"Shadow of the Giant (Ender's Shadow, #4)",3.98
"The Amazing Maurice and His Educated Rodents (Discworld, #28)",4.04
"Wrong (Wrong, #1)",3.94
The Miraculous Journey of Edward Tulane,4.34
Wiseguy,4.14
"Definitely Dead (Sookie Stackhouse, #6)",4.02
"Charlie Bone and the Beast (The Children of the Red King, #6)",3.93
"Intertwined (Intertwined, #1)",3.87
"Fame (Firstborn, #1)",4.34
"Royal Blood (Vampire Kisses, #6)",4.09
"Beauty from Pain (Beauty, #1)",4.25
"Die Again (Rizzoli & Isles, #11)",4.16
Empire Falls,3.91
Bluebeard,4.02
"Cruel & Unusual (Kay Scarpetta, #4)",4.11
The Death of Bees,3.81
"Eona: The Last Dragoneye (Eon, #2)",4.12
"The Death of Kings (Emperor, #2)",4.25
Carrion Comfort,3.89
The Descendants,3.82
"Darke (Septimus Heap, #6)",4.23
Dark Needs at Night's Edge (Immortals After Dark #5),4.32
"The House at Pooh Corner (Winnie-the-Pooh, #2)",4.36
Beyond Band of Brothers: The War Memoirs of Major Dick Winters,4.24
Collected Fictions,4.58
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,4.0
Hallucinations,3.85
Keeping You a Secret,3.98
Lolita,3.88
"The Gates of Rome (Emperor, #1)",4.16
Keep the Aspidistra Flying,3.87
Brave New World,3.97
Press Here,4.44
Peace Like a River,3.98
"The Three-Body Problem (Remembrance of Earth’s Past, #1)",4.0
The Memoirs of Sherlock Holmes,4.32
"Hexed (The Iron Druid Chronicles, #2)",4.22
"The Knight at Dawn (Magic Tree House, #2)",3.86
Born to Run,4.18
"Iron Kissed (Mercy Thompson, #3)",4.36
"The Fifth Woman (Kurt Wallander, #6)",4.02
The Covenant,4.17
"Night World, No. 1 (Night World, #1-3)",4.04
Savages,3.84
S.,3.84
"World After (Penryn & the End of Days, #2)",4.22
"The Enemy (Jack Reacher, #8)",4.15
The Shoemaker's Wife,3.98
"The Vanished Man (Lincoln Rhyme, #5)",4.08
"As Sure as the Dawn (Mark of the Lion, #3)",4.39
"The Wallflower, Vol. 1 (The Wallflower, #1)",4.15
The God of Small Things,3.91
Uncle Vanya,3.84
"Where She Went (If I Stay, #2)",4.06
A Tale for the Time Being,3.98
Scat,3.94
"Finally (Willow Falls, #2)",4.19
Miracle in the Andes,4.21
"Finders Keepers (Bill Hodges Trilogy, #2)",4.03
"The Gashlycrumb Tinies (The Vinegar Works, #1)",4.23
"Crash (Crash, #1)",4.02
"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",3.81
Extra Yarn (E. B. White Read-Aloud Award. Picture Books),4.07
"Ouran High School Host Club, Vol. 3 (Ouran High School Host Club, #3)",4.44
Theodore Rex,4.16
"Never Never (Never Never, #1)",4.12
"V is for Vengeance (Kinsey Millhone, #22)",3.93
Llama Llama Red Pajama,4.27
"Divergent (Divergent, #1)",4.24
"The Blood of Olympus (The Heroes of Olympus, #5)",4.41
"U Is for Undertow (Kinsey Millhone, #21)",3.93
The Dhammapada,4.29
"When Will There Be Good News? (Jackson Brodie, #3)",3.97
"The Morganville Vampires, Volume 3 (The Morganville Vampires, #5-6)",4.39
Left Neglected,3.95
Guilty Wives,3.82
Martha Stewart's Cupcakes: 175 Inspired Ideas for Everyone's Favorite Treat,4.11
The Elephant Vanishes,3.88
"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)",4.19
The Weight of Silence,3.93
"Sins & Needles (The Artists Trilogy, #1)",3.98
"The Wanderer (Thunder Point, #1)",3.95
"The Highlander's Touch (Highlander, #3)",4.15
In Search of Excellence: Lessons from America's Best-Run Companies,3.91
The Way the Crow Flies,4.08
Rising Strong,4.19
"Father Mine (Black Dagger Brotherhood, #6.5)",4.51
Joseph Had a Little Overcoat,4.12
The Day of the Triffids,4.0
Team of Rivals: The Political Genius of Abraham Lincoln,4.3
"The Kept Woman (Will Trent, #8)",4.1
The Basketball Diaries,3.98
"A Clash of Kings  (A Song of Ice and Fire, #2)",4.4
The Evolutionary Void,4.25
"Hunted (House of Night, #5)",3.93
Facing Your Giants: A David and Goliath Story for Everyday People,4.43
Rich Dad's Guide to Investing: What the Rich Invest in That the Poor and Middle Class Do Not!,3.94
The Trial and Death of Socrates,4.06
Горе от ума,4.13
"A Living Nightmare (Cirque Du Freak, #1)",4.07
"Piano/Vocal/Guitar Sheet Music: The Chronicles of Narnia: The Lion, the Witch and The Wardrobe",4.32
Give and Take: A Revolutionary Approach to Success,4.06
"Scott Pilgrim, Volume 6: Scott Pilgrim's Finest Hour",4.41
Batwoman: Elegy,4.16
"Five Go to Smuggler's Top (Famous Five, #4)",4.03
"The A.B.C. Murders (Hercule Poirot, #13)",3.97
Salt to the Sea,4.36
Leota's Garden,4.07
Desiring God: Meditations of a Christian Hedonist,4.19
The End of Your Life Book Club,3.81
"Beautiful Secret (Beautiful Bastard, #4)",4.13
"The Inkheart Trilogy: Inkheart, Inkspell, Inkdeath (Inkworld, #1-3)",4.17
"The Game Changer (The Perfect Game, #2)",4.11
"The Dead and the Gone (Last Survivors, #2)",3.84
La catedral del mar,4.05
"Girl, Interrupted",3.9
"Vampire Knight, Vol. 1 (Vampire Knight, #1)",4.1
"Shadow of Night (All Souls Trilogy, #2)",4.04
Time for Bed,4.16
"Heretic (The Grail Quest, #3)",4.11
A Matter of Honor,3.9
Alien,4.08
"Cold Days (The Dresden Files, #14)",4.51
"Bitterblue (Graceling Realm, #3)",4.01
"First Among Sequels (Thursday Next, #5)",4.0
The Valley of Fear,3.98
The Nazi Officer's Wife: How One Jewish Woman Survived the Holocaust,4.14
"A Murder Is Announced (Miss Marple, #5)",3.96
Every Last One,3.83
"Redeemed (House of Night, #12)",3.95
The Righteous Mind: Why Good People are Divided by Politics and Religion,4.16
"Promises in Death (In Death, #28)",4.4
"Magic Kingdom For Sale/Sold (Magic Kingdom of Landover, #1)",3.86
"Twice Tempted (Night Prince, #2)",4.3
The Power and the Glory,3.99
"The Black Widow (Gabriel Allon, #16)",4.34
"Everlasting (The Immortals, #6)",3.92
The Wind in the Willows,3.98
Pnin,3.9
"Marked in Flesh (The Others, #4)",4.31
Officer Buckle & Gloria,4.16
Natchez Burning,4.12
"Invisible Prey (Lucas Davenport, #17)",4.11
"Clouds of Witness (Lord Peter Wimsey, #2)",4.04
Inside Out & Back Again,4.09
The Power of Intention: Learning to Co-create Your World Your Way,4.18
Hopscotch,4.25
Made to Stick: Why Some Ideas Survive and Others Die,3.97
"Black Dawn (The Morganville Vampires, #12)",4.26
The Black Cauldron (The Chronicles of Prydain #2),4.13
The Ascent of Money: A Financial History of the World,3.88
"Until Trevor (Until, #2)",4.2
"Monster Hunter International (Monster Hunter International, #1)",4.04
"Finnikin of the Rock (Lumatere Chronicles, #1)",3.93
